1- Query

id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
120,7,"porro optio odit","Exercitationem nihil quis sunt cupiditate. Est sed nesciunt asperiores similique quis sint. Quisquam libero aperiam consequatur nostrum.","I semestre",2,15,www.dolore.uni.it
121,7,"adipisci ea enim","Ea quia vitae id qui eveniet. Reprehenderit provident ut magnam autem sed consequuntur.","II semestre",2,14,www.est.uni.it
128,8,"velit ut dolorem","Neque labore rerum minus. Autem consequuntur sint voluptatem nobis beatae quas. Et nobis sunt quo eos est similique id. Dolor ut quia sunt est. Recusandae enim adipisci unde libero.","II semestre",1,13,NULL
130,8,"quis aut a","Culpa non fuga ratione et sit facilis facere. Quos repudiandae ut molestiae tempore ea. Aliquam maiores placeat provident aut.","II semestre",1,14,www.accusamus.uni.it
134,8,"magnam ullam doloribus","Voluptates mollitia itaque doloribus dolorum quis expedita exercitationem. Autem sint provident fugit pariatur. Et occaecati nobis deleniti magnam.","I semestre",2,13,www.consectetur.uni.it
141,9,"eaque veritatis ea","At quis autem eligendi qui consequatur veniam facilis. Provident molestiae tenetur deleniti est aut quae. Provident quis magni reprehenderit cumque minima nihil. Corrupti odit in fugiat.","I semestre",1,12,www.nesciunt.uni.it
146,9,"assumenda et sed","Molestiae culpa sed voluptas tenetur. A nulla similique beatae. Sed eum asperiores in.","I semestre",2,11,www.expedita.uni.it
147,9,"sapiente quia accusantium","Aut perferendis similique sint velit perferendis aliquam qui. Autem occaecati velit soluta. Est exercitationem dolor dolores ducimus.","I semestre",2,11,NULL
148,9,"a vero voluptatibus","Odit officiis animi quis similique qui rerum quos. Quisquam qui iure nihil rerum occaecati incidunt vel dicta. Velit nemo inventore deleniti ullam alias.","I semestre",2,11,www.aliquid.uni.it
149,9,"quod ut aliquid","Enim et aut sunt quas. Quidem ut a nesciunt repellendus sed. Occaecati modi voluptatem et omnis expedita ipsa. Quo aut eum voluptate voluptatem sit.","II semestre",2,13,NULL
150,9,"eaque exercitationem non","Eaque quia itaque aliquam vitae nobis quas. Eius soluta et tempora officia reprehenderit id voluptatem. Rerum aut velit sed consequatur.","II semestre",2,11,NULL
151,9,"sit quis inventore","Quo aut deleniti est est non. Officia quidem quos a sint voluptatem tempora. Veritatis pariatur qui laudantium pariatur.","II semestre",2,12,www.omnis.uni.it
152,10,"nesciunt esse natus","Et nulla dolorem voluptas est debitis. Iure sunt tempora aut necessitatibus quidem natus qui explicabo. Quisquam animi atque saepe voluptatem.","I semestre",1,12,NULL
156,10,"ut voluptatibus neque","Consequatur quam eos culpa voluptatum et. Occaecati quidem doloribus architecto quia aut doloremque. Atque autem non tempora in necessitatibus. Quia qui laboriosam harum quis.","I semestre",1,14,www.aut.uni.it
157,10,"qui ipsa non","Eveniet magni ipsam quae iusto. Minima tempora voluptatem vel ut quod ipsum sunt. Esse dignissimos eligendi consequatur hic fuga quia aut mollitia.","II semestre",1,13,NULL
161,10,"impedit sunt qui","Aut cum natus et iste et vero. Eos libero voluptates id earum autem recusandae. Dolore eum magnam quis ratione aspernatur maxime. Est et sit et ut id.","I semestre",2,11,www.magnam.uni.it
162,10,"enim quas sint","Corrupti accusantium consectetur consequatur laboriosam porro voluptas. Modi eius et corporis perspiciatis sed. Cumque quia ut vel minima.","I semestre",2,13,www.commodi.uni.it
169,10,"provident mollitia saepe","Iusto mollitia eligendi tenetur doloribus. Aut rem ut in dolores et quia. Ratione in at voluptate magnam quaerat recusandae officia. Ipsam itaque eos et dolorum facere sint perspiciatis.","II semestre",2,11,www.et.uni.it
172,11,"ratione aut quas","Necessitatibus molestias quis inventore quidem perferendis ipsa ratione. Doloribus enim qui non ipsa. Perferendis odio et pariatur nulla voluptas ut atque.","I semestre",1,11,www.sit.uni.it
174,11,"corporis odit sint","Eveniet cupiditate rerum doloremque consequuntur in. Ipsam in id quia ullam sed at dolor. Distinctio et molestiae modi non autem esse doloribus. Soluta numquam quia optio impedit sapiente.","II semestre",1,11,NULL
178,11,"quo similique autem","Quia voluptas soluta accusamus eos perferendis ullam sapiente quidem. Dolor mollitia omnis laboriosam corporis illo sunt autem. Laudantium reiciendis enim est. Nisi aut vel et earum.","I semestre",2,12,www.animi.uni.it
179,11,"provident ea molestiae","Amet dolores quia qui. Rerum eius totam quidem sequi incidunt ea. Aut culpa qui aperiam et. Qui expedita id ex nisi. Saepe et rem numquam qui aperiam.","II semestre",2,11,www.dolorum.uni.it
180,11,"et quibusdam libero","Quam ipsa culpa qui libero. Totam ratione alias excepturi necessitatibus voluptatem mollitia. Et molestiae rerum aliquam quidem voluptatem itaque illo.","II semestre",2,11,NULL
183,11,"ut eum quia","Quisquam numquam praesentium voluptate itaque omnis. Ea quisquam dolorum velit alias unde autem rerum. Necessitatibus ducimus illo sint voluptates odio fugit sunt sapiente.","I semestre",3,14,NULL
184,11,"similique similique et","Accusantium nemo odit veniam doloremque qui. Ex magni aperiam nam delectus.","I semestre",3,12,NULL
197,12,"vel et aut","Est ipsum ad soluta nam. Aspernatur iure eum dolor asperiores animi magni. Qui hic id veniam iure voluptate ea. Ut accusantium aspernatur expedita sequi.","I semestre",2,11,NULL
200,12,"similique qui sapiente","Voluptate reiciendis et beatae et iusto ad. Magni at eum mollitia sapiente. Totam quis reiciendis non dolorem sed.","II semestre",2,15,NULL
203,12,"architecto deleniti temporibus","Voluptas ea omnis totam consequuntur labore possimus. Inventore natus facere iusto porro placeat amet fugit. Placeat delectus quaerat alias qui. Qui qui earum aperiam ullam velit.","I semestre",3,13,www.ad.uni.it
206,12,"sunt ut dolorem","Nihil laborum laborum eligendi vel corrupti ratione. Sed suscipit et doloremque eligendi et. Enim rerum ut ut.","II semestre",3,13,NULL
208,12,"voluptas excepturi aut","Dolorem exercitationem laudantium nobis dolore. Sapiente beatae sed quasi voluptas.","II semestre",3,11,www.sunt.uni.it
214,13,"ratione dolorem debitis","Nulla similique voluptas saepe in. Beatae officiis rerum suscipit voluptate perferendis architecto. Non reiciendis omnis esse.","I semestre",2,12,NULL
216,13,"exercitationem nostrum at","Repudiandae quaerat dolores harum est. Porro dolor temporibus et. Dolorem voluptate in est ut culpa.","I semestre",2,14,NULL
217,13,"et ea beatae","Omnis tempora fuga molestiae impedit. Magnam inventore voluptate aliquam iste natus consequuntur. Aliquam nostrum ea iure ipsam soluta in minus. Voluptatem sit est voluptas architecto cumque.","I semestre",2,14,www.recusandae.uni.it
222,14,"quia praesentium perferendis","Et repellendus distinctio consequatur. Voluptas in eveniet sed perspiciatis earum. At fugit est cumque sed sed.","I semestre",1,12,NULL
223,14,"et autem exercitationem","Est velit cum voluptatem aperiam harum amet velit voluptatem. Ea molestiae consequatur dolorem aut repellendus. Explicabo repudiandae quidem esse corporis ratione quisquam velit.","I semestre",1,12,www.non.uni.it
224,14,"quo recusandae dignissimos","Rerum earum et et quae voluptates repudiandae. Dolor et sint quisquam magnam dignissimos voluptate inventore rerum. Asperiores temporibus ut distinctio numquam esse dicta eum.","I semestre",1,12,www.tenetur.uni.it
229,14,"deserunt delectus eos","Ea qui omnis occaecati similique eveniet corrupti. Distinctio quis enim dicta. Voluptatem harum est inventore porro nihil qui. Animi vel eligendi natus.","I semestre",2,13,www.enim.uni.it
231,14,"illum non accusamus","Nisi veritatis quis quo dolor incidunt nisi. Doloremque ullam occaecati sequi vel non deserunt. Commodi atque est soluta nihil vel eum. Numquam rerum sit odit explicabo aut ea.","I semestre",2,13,NULL
232,14,"voluptatem ipsa odit","Dolorem commodi reiciendis molestiae sint in. Non aliquid sequi veritatis error. Sit ut optio iste animi omnis exercitationem quo ducimus. Placeat occaecati perferendis sit hic accusamus.","II semestre",2,12,www.quaerat.uni.it
233,14,"aperiam repellat doloremque","Voluptatem consequatur alias eum repellendus nisi quia. Praesentium laboriosam sunt laboriosam aut enim deleniti quidem. Id optio doloribus rerum optio nesciunt autem.","II semestre",2,12,www.impedit.uni.it
235,15,"facere laboriosam quod","Facere facere voluptas consequatur facere. Est totam ipsum corporis laborum quas perferendis animi enim. Eveniet voluptate illum ut rerum odio rem modi.","I semestre",1,14,www.dolor.uni.it
239,15,"rem delectus eius","Asperiores facere repellat deleniti rerum hic impedit. Dolor harum sequi id sed. In omnis omnis dolores cumque necessitatibus.","II semestre",1,11,www.repudiandae.uni.it
241,15,"voluptatibus quo eligendi","Culpa atque rem enim. Quasi sint libero et alias provident. Laboriosam voluptatum quia ducimus nostrum sunt voluptas numquam sint.","I semestre",2,15,www.molestias.uni.it
245,15,"neque voluptas dolorum","Sed id voluptatem et. Dolores at hic est voluptatem velit aut doloremque. Iusto aperiam tempora id sit asperiores illum eligendi. Iure error facere enim et repudiandae illo id.","II semestre",2,14,www.ut.uni.it
248,15,"asperiores odit incidunt","Consectetur eligendi eveniet sed eos optio dolorum. Quis recusandae qui omnis et.","II semestre",2,14,www.animi.uni.it
252,15,"quo explicabo quae","Velit temporibus impedit minima maxime. Iusto dolorem natus laborum qui. Beatae culpa distinctio atque omnis corrupti. Magnam qui sed debitis incidunt corrupti ut.","I semestre",3,13,www.ut.uni.it
253,15,"voluptatem rem ut","Officia possimus ex magni reiciendis. Repellendus architecto ut et aut voluptatem aut quia. Architecto aut sit doloremque necessitatibus.","II semestre",3,15,NULL
255,15,"nemo sit eum","Provident aperiam hic labore quia quasi aut. Distinctio ea odit similique est enim inventore quia. Deleniti fugiat aliquid culpa non similique quo. Placeat harum voluptatem iste dolore et et.","II semestre",3,11,www.vel.uni.it
259,16,"numquam deserunt quasi","Quod dolorum molestias molestiae deserunt sed. Soluta ex vel expedita et. Id assumenda ipsum ducimus odio dolorum non alias ut. Nisi facere tenetur iure odio exercitationem est.","I semestre",1,15,NULL
264,16,"nam id aliquid","Sint alias et error libero quam aut. Nemo aliquid repudiandae doloremque officiis.","I semestre",2,14,www.error.uni.it
268,16,"sunt eum ipsam","Voluptates cum unde consequatur voluptatem neque explicabo. Quo minus voluptatem aut aut. Ipsam velit aut non occaecati maiores. Fuga aut quia dignissimos iure nisi.","II semestre",2,12,www.voluptas.uni.it
270,16,"nulla cupiditate nemo","Inventore nulla ut id ut. Non omnis exercitationem voluptas maxime. Minus illum assumenda exercitationem autem. Tenetur nostrum similique est error sunt ratione tempora.","II semestre",2,13,www.omnis.uni.it
278,17,"ea et harum","Pariatur laudantium cumque fuga voluptatum nihil. Dolore aliquam animi voluptatem enim. Perspiciatis qui animi veritatis velit.","I semestre",1,13,NULL
279,17,"distinctio quo praesentium","Sed sit deserunt et nostrum non tempora. Fugit voluptatem sed nulla et consequatur quis. Eum qui perspiciatis exercitationem unde qui. Excepturi omnis dicta quis omnis quod veritatis laboriosam.","I semestre",1,14,www.rerum.uni.it
281,17,"nihil vero voluptas","Ipsa eum est vel quos. Nesciunt dolorum inventore eveniet debitis expedita nisi. Dicta qui sapiente sit dolor. Dolorum in natus sequi quasi neque.","I semestre",1,15,www.beatae.uni.it
284,17,"maiores cumque repudiandae","Quo corrupti vero omnis perspiciatis porro quisquam in. Quia et odit et explicabo dolorem. Qui nisi eveniet nihil sint.","II semestre",1,13,NULL
287,17,"qui similique qui","Molestias quam sed voluptate est culpa dicta. Sapiente et nisi et eum similique voluptatem et. Nihil rerum est esse rem labore maiores provident laborum. Accusamus deserunt qui eius doloribus.","I semestre",2,12,NULL
288,17,"quod et non","Incidunt quod et praesentium animi maiores. Voluptatum rem cupiditate et consequatur earum odit et. Libero atque rerum ratione et reiciendis.","I semestre",2,11,www.omnis.uni.it
292,17,"nemo quis omnis","Vel exercitationem sed id qui. Atque magnam eligendi inventore facere voluptatibus qui eveniet. Natus cupiditate vel placeat illum quisquam reiciendis et. Aperiam quia ut eos esse eos culpa commodi.","II semestre",2,14,NULL
295,17,"sit officia accusamus","Velit dignissimos et officiis totam sed voluptates veniam. Excepturi sed fugiat rerum incidunt corporis voluptatum. Quae aliquid qui illo quos non voluptates.","I semestre",3,11,NULL
299,18,"inventore reiciendis deserunt","Dolores voluptatem fuga nostrum quo. In error dolores vitae. Ex alias expedita mollitia consequatur temporibus.","I semestre",1,13,www.excepturi.uni.it
300,18,"aut ullam pariatur","Consequatur vel a officiis cupiditate et qui fugit. Neque dolor natus ducimus consectetur et debitis. Qui voluptates fuga eligendi sed unde ut. Autem omnis et sunt est quis quaerat.","I semestre",1,11,www.qui.uni.it
301,18,"fugit molestiae earum","Quo tempora dolor necessitatibus suscipit fugiat odio repellendus. Ab qui magnam modi.","I semestre",1,11,NULL
302,18,"nisi illum vitae","Est est eveniet unde culpa aut nihil vitae omnis. Assumenda modi repellat ea omnis.","I semestre",1,11,NULL
310,18,"provident cumque voluptatem","Itaque eos sunt atque ab error similique. Porro alias et aut qui. Reiciendis id qui deleniti pariatur et eos et. Beatae fugiat nam voluptates.","I semestre",2,13,www.quasi.uni.it
312,18,"officia nobis necessitatibus","Debitis quia molestiae ipsa harum necessitatibus qui. Qui dolore voluptatem ut hic ab atque pariatur. Architecto magnam fugiat dolor.","II semestre",2,12,NULL
314,18,"possimus earum qui","Quo ab minus voluptatem recusandae sed et. Maiores debitis impedit iste. Autem minima nulla totam aut sint magni. Qui voluptas doloremque eos quia totam deserunt laboriosam.","II semestre",2,15,NULL
319,19,"adipisci aliquam dolorum","Cum occaecati ducimus ad sed sed qui nisi. Et quasi doloribus deleniti quod rerum iste. Corporis quas error laborum similique sint ut repudiandae. Aut eos nam rem molestiae deserunt voluptatum.","I semestre",1,11,NULL
323,19,"voluptatem quibusdam fugit","Labore nam et possimus asperiores quo aspernatur laborum. Rerum odio quo quam dolore. Ipsam numquam iure dolor.","II semestre",1,11,www.porro.uni.it
324,19,"placeat mollitia atque","Illo vel dolore ex non. At et dolore quo eos iste. Voluptatem quidem quod sit asperiores. Corporis praesentium voluptatem est modi eum.","I semestre",2,14,www.quibusdam.uni.it
325,19,"cumque doloribus ducimus","Ea debitis maxime impedit voluptatum ducimus. Neque expedita quia asperiores tempora delectus omnis fuga dolore.","I semestre",2,14,NULL
328,19,"et ducimus sed","Rerum dolores explicabo ratione cum ut. Debitis occaecati culpa voluptatem corrupti et libero. Debitis eveniet quas eum atque ea ea sed. Commodi sit voluptatibus qui tempore harum qui sunt.","I semestre",2,13,NULL
329,19,"voluptatem sit dolorem","Doloremque ea qui et ducimus. Architecto harum sunt vel alias exercitationem. Vel vitae hic aliquid harum qui explicabo.","II semestre",2,15,www.magni.uni.it
332,19,"sed quis itaque","Nesciunt corrupti deserunt saepe non ut esse blanditiis. Esse est qui fugiat ut. Aut dignissimos rerum excepturi sint.","II semestre",2,15,NULL
336,19,"nesciunt quo mollitia","Illum quia cum ut aut aut hic. Enim qui ut eius quis veniam. Tempore ut ratione eveniet dolore alias minima labore. Corporis non saepe adipisci dolorum pariatur totam optio.","II semestre",3,15,www.eveniet.uni.it
338,20,"est ab ratione","Saepe architecto ut reiciendis deleniti. Molestiae consectetur et quo expedita nihil ea. Hic odio eum exercitationem consequatur dolor. Mollitia natus quo tempora at.","I semestre",1,14,www.laborum.uni.it
340,20,"omnis rerum tenetur","Et ratione ut dolor dicta. Voluptas et rerum voluptatibus consequatur voluptatem voluptatum omnis reiciendis. Aut impedit veniam velit est.","I semestre",1,11,www.nam.uni.it
341,20,"officiis corrupti et","Aspernatur at non neque est dolorem. Ea eaque quo sint eum. Modi voluptatem eligendi dolorem. Culpa possimus illum est ipsum.","I semestre",1,14,NULL
348,20,"ducimus laborum aliquid","Alias voluptatem ratione aspernatur eos id. Numquam error in quia in. Facere officia culpa veniam cupiditate.","I semestre",2,13,NULL
349,20,"voluptatibus omnis et","Voluptatem unde quas qui. Repellendus odio quis occaecati ut. Labore at aperiam necessitatibus labore neque.","II semestre",2,11,NULL
350,20,"expedita consequatur nihil","Qui voluptate nulla officiis modi delectus. Omnis necessitatibus cum assumenda temporibus quibusdam et est.","II semestre",2,12,NULL
351,20,"ut dolorum soluta","Et excepturi et at maiores illum laborum maiores. Eius quia et tempora quia. Doloremque expedita vel qui maxime. Sed assumenda excepturi odit vero fugiat ab.","II semestre",2,11,NULL
354,20,"debitis in quo","Officiis omnis qui id maiores molestiae. Et perspiciatis voluptas quibusdam maiores aut est. Veritatis aut veniam explicabo a nulla eveniet repellendus.","I semestre",3,13,NULL
362,21,"ut ea officia","Omnis dolorum incidunt eligendi in laudantium ducimus. Eius dolores eum nihil consequatur. Aut dolor numquam nisi numquam at. Adipisci culpa harum cum est nobis id vero.","I semestre",1,12,www.autem.uni.it
369,21,"veniam molestiae molestias","Harum eos vero ea ut ut aut. Aut totam sit minima iusto aperiam iste mollitia. Nostrum officiis qui est non accusamus sint sunt. Sapiente nulla qui similique dolorem id similique.","I semestre",2,11,NULL
370,21,"ut facilis qui","Ea dolores et soluta dolorem assumenda sed omnis. Eius dignissimos laboriosam hic aut. Sed aut et nam est ut omnis id. Provident provident nihil qui aut quos. Et est qui optio vel.","II semestre",2,12,www.autem.uni.it
371,21,"unde non corporis","Libero fugit vitae molestiae et. Pariatur incidunt rerum dolores cumque impedit vitae impedit. Asperiores quod in tenetur harum. Ex non quod omnis distinctio.","II semestre",2,12,NULL
374,21,"cum debitis assumenda","Fuga dolores ab architecto ut. Eveniet temporibus voluptatum sit nisi dolorem. Cumque molestiae accusantium culpa sit porro odio iusto sed. Voluptatem autem voluptas corporis sint aut.","I semestre",3,12,www.ipsam.uni.it
376,21,"ea facere laboriosam","Magni aperiam maxime perspiciatis incidunt esse magnam. Eos reiciendis nihil qui dolorem. Sint ut et quasi autem. Omnis esse error voluptatibus.","II semestre",3,14,www.fuga.uni.it
378,22,"officia dolor a","Dolores eius dolor fugiat aut ut et occaecati. Quod voluptatum dolor et similique. Quas nemo maiores aperiam molestiae.","I semestre",1,15,www.et.uni.it
381,22,"eligendi corrupti tempore","Nobis consequatur quam neque placeat deleniti vitae. Tempore in aperiam natus eos sit distinctio. Exercitationem nam sequi aliquid suscipit in delectus distinctio.","I semestre",1,11,NULL
382,22,"corrupti enim praesentium","Quidem omnis excepturi nihil odit iusto harum. Ullam dignissimos facilis ut ullam omnis. Hic ad molestiae harum voluptatem consequatur. Ut adipisci maiores similique ut autem est eum.","II semestre",1,14,NULL
383,22,"quisquam quo voluptas","Necessitatibus rerum consequatur et in. Neque accusantium qui in earum. Facere aut nesciunt porro aliquid consequatur ut facere. Qui dolores rerum sed modi. Dolorem harum ut nobis ut eum porro.","II semestre",1,12,www.aut.uni.it
384,22,"a quis at","Optio recusandae autem explicabo nihil pariatur. Tempore natus eveniet aperiam. Repellendus nulla saepe ex deleniti ut recusandae dolor placeat.","II semestre",1,15,www.dolor.uni.it
385,22,"aut consequatur exercitationem","Molestiae nesciunt numquam doloremque cumque dolores sunt libero sed. Dolorum nihil quo provident voluptas itaque quam exercitationem. Fugiat occaecati architecto laboriosam fuga.","II semestre",1,11,NULL
397,22,"et nam aut","Soluta unde exercitationem eligendi ea labore. Asperiores fugit et esse aut. Eius qui est eum. Dolorem et sequi voluptatibus et tempora quis qui.","II semestre",3,11,NULL
406,23,"natus soluta eum","Vel reiciendis est repudiandae id dolorem voluptatem. Molestiae saepe aut dolorum pariatur quos. Expedita esse pariatur quo vitae et repudiandae id. Neque sequi vel repellat eum ut.","II semestre",1,13,www.sed.uni.it
408,23,"necessitatibus sed vel","Qui neque delectus dolor modi. Explicabo totam numquam qui itaque. Tempora minus illum corporis. Enim ut dolorem culpa.","I semestre",2,15,NULL
409,23,"architecto id cum","Officia dolorem esse debitis culpa nobis quas dolores. Voluptas a soluta vitae veritatis debitis ducimus ratione. Repellendus quo eaque libero harum. Nam earum impedit temporibus eum.","I semestre",2,13,NULL
410,23,"sunt fuga qui","Dolore reprehenderit et ut sit ex. Magni voluptas et sint similique voluptatem. Qui sit sed ipsum ex enim minima libero. Ut repellendus eaque et dolor fuga magni nam suscipit.","II semestre",2,15,NULL
